Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
3D1E6B563,0,Add: Closing stock (Gross excl. adjustments),Add: Closing stock (Gross excl. adjustments),,Voeg by: Sluitende voorraad (Bruto uitgesluit aanpassings),3D1E6B56,ITR14,3
8D32892C6,0,Add additional detail,Add additional detail,,Voeg ekstra besonderhede by.,8D32892C,ManInfo,6
C90095C33,0,Insert list of findings here (example),Insert list of findings here (example),,Voeg lys van bevindinge hier in (voorbeeld),C90095C3,ReportOfficer,3
E1A5BACB3,0,Add closing stock (game),Add closing stock (game),,Voeg sluitingsvoorraad (speletjie) by.,E1A5BACB,TaxCalc,3
4B8CDBF73,0,Add closing stock (livestock at standard value),Add closing stock (livestock at standard value),,Voeg sluitingsvoorraad (vee teen standaardwaarde) by.,4B8CDBF7,TaxCalc,3
B5F8A8D13,0,Add closing stock (produce at market value),Add closing stock (produce at market value),,Voeg sluitingsvoorraad by (produseer teen markwaarde),B5F8A8D1,TaxCalc,3
5D1D01FF3,0,[Insert list of procedures. Examples provided below] Use 0/1 in column B to print the required procedures and number accordingly,[Insert list of procedures. Examples provided below] Use 0/1 in column B to print the required procedures and number accordingly,,Voer asseblief die volgende in Afrikaans: [Voeg lys van prosedures in. Voorbeelde hieronder verskaf] Gebruik 0/1 in kolom B om die vereiste prosedures af te druk en dienooreenkomstig te nomineer.,5D1D01FF,ReportOfficer,3
7D8CCE053,0,Vehicles,Vehicles,,Voertuie,7D8CCE05,ITR14,3
7EE96B9E3,1,"(Per paragraph 18 of IAS24, all entities with which transactions or balances exist must be named and the nature of the relationship disclosed. It is not necessary to list all related parties, only those with transactions and balances. Entities already listed above (and in the listed notes) do not need to be re-listed)","(Per paragraph 18 of IAS24, all entities with which transactions or balances exist must be named and the nature of the relationship disclosed. It is not necessary to list all related parties, only those with transactions and balances. Entities already listed above (and in the listed notes) do not need to be re-listed)",,"Volgens paragraaf 18 van IAS24 moet alle entiteite waarmee transaksies of balanse bestaan, genoem word en die aard van die verhouding bekendgemaak word. Dit is nie nodig om al die verwante partye te lys nie, slegs dié met transaksies en balanse. Entiteite wat reeds hierbo genoem is (en in die genoemde notas) hoef nie weer genoem te word nie.",7EE96B9E,Notes3,3
1B5278393,0,Mature,Mature,,Volwasse,1B527839,Notes,3
E75721183,0,Ostriches: Fully grown,Ostriches: Fully grown,,Volwasse volstruise,E7572118,Notes,3
E45B98CC3,0,Prepaid expenditure not limited by s23H,Prepaid expenditure not limited by s23H,,Voorafbetaalde uitgawes nie beperk deur s23H nie.,E45B98CC,ITR14,3
7BF1FD813,0,Prior period errors,Prior period errors,,Voorafgaande periode foute,7BF1FD81,Notes4,3
7EF605073,0,Examples:,Examples:,,Voorbeelde:,7EF60507,ReportOfficer,3
5F1FABF13,0,Provision for doubtful debt not deductible in current year,Provision for doubtful debt not deductible in current year,,Voorbepaling vir twyfelagtige skuld nie aftrekbaar in huidige jaar nie.,5F1FABF1,ITR14,3
6B434FE83,0,Benefit of unrecognised tax loss / tax credit / temp diff reducing current tax,Benefit of unrecognised tax loss / tax credit / temp diff reducing current tax,,Voordeel van onerkende belastingverlies / belastingkrediet / tydelike verskil wat huidige belasting verminder.,6B434FE8,TaxCalc,3
2F119CE73,0,Prepaid expenditure not allowed under s23H,Prepaid expenditure not allowed under s23H,,Voorgelaaide uitgawes nie toegelaat volgens s23H nie.,2F119CE7,ITR14,3
8D574BC83,0,Provisional tax,Provisional tax,,Voorlopige belasting,8D574BC8,TaxCalc,3
7B9BB2263,0,Inventory,Inventory,,Voorraad,7B9BB226,Notes3,3
C6DF48A63,0,Inventory and work in progress (net after provisions),Inventory and work in progress (net after provisions),,Voorraad en werk in uitvoering (netto na voorbehoud),C6DF48A6,ITR14,3
8E6B0D493,0,Provision used,Provision used,,Voorraad gebruik,8E6B0D49,Notes2,3
D5A9C2BC3,1,Inventory on hand includes textbooks and items that the school has at year end that will be used in the day to day running of the school and is expected to be used up within 12 month from year end. Inventory on hand at year end shall be valued at the unit cost of the most recent purchase of similar items (i.e. first in first out method).,Inventory on hand includes textbooks and items that the school has at year end that will be used in the day to day running of the school and is expected to be used up within 12 month from year end. Inventory on hand at year end shall be valued at the unit cost of the most recent purchase of similar items (i.e. first in first out method).,,"Voorraad op die hand sluit handboeke en items in wat die skool aan die einde van die jaar het en wat daagliks in die bedryf van die skool gebruik sal word en verwag word om binne 12 maande vanaf die jaar se einde opgebruik te word. Voorraad op die hand aan die einde van die jaar moet gewaardeer word teen die eenheidskoste van die mees onlangse aankoop van soortgelyke items (d.w.s. die eerste in, eerste uit-metode).",D5A9C2BC,AccPolicies,3
8CE2FCF53,0,Inventories,Inventories,,Voorrade,8CE2FCF5,AccPolicies,3
2AF430E63,0,Provisions – excluding inventory and trade receivables,Provisions – excluding inventory and trade receivables,,Voorrade - uitgesluit inventaris en handelsdebiteure.,2AF430E6,ITR14,3
9E35B4043,0,Inventories comprise:,Inventories comprise:,,Voorrade bestaan uit:,9E35B404,Notes,3
A058A2D23,0,Provisions and contingencies,Provisions and contingencies,,Voorrade en onvoorsiene omstandighede,A058A2D2,AccPolicies,3
C3A748533,0,Provisions not deductible current year (excluding doubtful debt),Provisions not deductible current year (excluding doubtful debt),,Voorrade nie aftrekbaar huidige jaar (uitgesluit twyfelagtige skuld),C3A74853,ITR14,3
C5CDF8D23,0,Provision of guarantees or collateral to entity,Provision of guarantees or collateral to entity,,Voorsiening van waarborge of bates aan 'n entiteit.,C5CDF8D2,Notes3,3
1A67AC3C3,0,Provision of guarantees or collateral by entity,Provision of guarantees or collateral by entity,,Voorsiening van waarborge of borgstelling deur entiteit.,1A67AC3C,Notes3,3
3DC6FFCA3,0,Provisioning for future updates,Provisioning for future updates,,Voorsiening vir toekomstige opdaterings.,3DC6FFCA,Status,3
9AA6BD573,0,Provision for doubtful debts,Provision for doubtful debts,,Voorsiening vir twyfelagtige skuld,9AA6BD57,ITR14,3
3C6D61303,1,Provisions are recognised when the school has an obligation at the reporting date as a result of a past event; it is probable that the partnership will be required to transfer economic benefits in settlement; and the amount of the obligation can be estimated reliably.,Provisions are recognised when the school has an obligation at the reporting date as a result of a past event; it is probable that the partnership will be required to transfer economic benefits in settlement; and the amount of the obligation can be estimated reliably.,,Voorsiening word erken wanneer die skool 'n verpligting het op die verslagdatum as gevolg van 'n vorige gebeurtenis; dit is waarskynlik dat die vennootskap verplig sal wees om ekonomiese voordele oor te dra ter skikking; en die bedrag van die verpligting kan betroubaar beraam word.,3C6D6130,AccPolicies,3
FA1F913C3,1,Provisions are measured at the present value of the amount expected to be required to settle the obligation using a pre-tax rate that reflects current market assessments of the time value of money and the risks specific to the obligation. The increase in the provision due to passage of time is recognised as interest expense.,Provisions are measured at the present value of the amount expected to be required to settle the obligation using a pre-tax rate that reflects current market assessments of the time value of money and the risks specific to the obligation. The increase in the provision due to passage of time is recognised as interest expense.,,Voorsiening word gemeet teen die huidige waarde van die bedrag wat verwag word om benodig te word om die verpligting te vereffen teen 'n voorbelastingkoers wat die huidige markassesserings van tydwaarde en risiko's spesifiek vir die verpligting weerspieël. Die toename in die voorsiening as gevolg van verloop van tyd word erken as rente-uitgawe.,FA1F913C,AccPolicies,3
0E359F1C4,0,Chairperson of the Audit Committee,Chairperson of the Audit Committee,,Voorsitter van die Ouditkomitee.,0E359F1C,Committee,4
2E62DD965,0,Preview to update,Preview to update,,Voorskou om op te dateer,2E62DD96,Index,5
E74E178B3,0,Going concern,Going concern,,Voortgesette bestaan,E74E178B,Directors,3
6B0A1E713,0,Prepayments,Prepayments,,Vooruitbetalings,6B0A1E71,AccPolicies,3
6F3CE0263,0, - prepayments, - prepayments,,vooruitbetalings,6F3CE026,Notes3,3
B865952A3,0,Terms and conditions of the pledges,Terms and conditions of the pledges,,Voorwaardes vir die beloftes.,B865952A,Notes,3
8B4B0DC83,0,Provisions for doubtful debts related to outstanding balances of related party transactions,Provisions for doubtful debts related to outstanding balances of related party transactions,,Voorwaardes vir twyfelagtige skulde met betrekking tot uitstaande balanse van verwante party transaksies.,8B4B0DC8,Notes3,3
F31525E23,0,Provisions for employee benefits,Provisions for employee benefits,,Voorwaardes vir werknemersvoordele,F31525E2,Notes2,3
2B890C233,0,Past service cost and gains and losses arising from settlements,Past service cost and gains and losses arising from settlements,,Vorige dienskoste en wins en verliese wat voortspruit uit skikkinge.,2B890C23,Notes2,3
4AD8A1EE3,0,Prior year capital loss brought forward,Prior year capital loss brought forward,,Vorige jaar se kapitaalverlies oorgedra.,4AD8A1EE,TaxCalc,3
C9954CF73,0,Fruitless and wasteful expenditure recovered (s10(1)(zL)),Fruitless and wasteful expenditure recovered (s10(1)(zL)),,Vrugtelose en morsige uitgawes herwin (s10(1)(zL)),C9954CF7,ITR14,3
C7D3AC0C3,0,Fruitless and wasteful expenditure recovered during this year of assessment,Fruitless and wasteful expenditure recovered during this year of assessment,,Vrugtelose en morsige uitgawes wat gedurende hierdie jaar van assessering herstel is.,C7D3AC0C,ITR14,3
BE6F4D5C3,0,Fruitless and wasteful expenditure,Fruitless and wasteful expenditure,,Vrugtelose en verkwistende uitgawes,BE6F4D5C,ITR14,3
A9634CC63,0,Exempt Local Dividends,Exempt Local Dividends,,Vrygestel plaaslike dividende,A9634CC6,TaxCalc,3
F15032153,0,Exempt foreign dividends (s10(1)(k)(ii)),Exempt foreign dividends (s10(1)(k)(ii)),,Vrygestelde buitelandse dividende (s10(1)(k)(ii)),F1503215,ITR14,3
EA1E844B3,0,Exempt foreign dividends (s10B),Exempt foreign dividends (s10B),,Vrygestelde buitelandse dividende (s10B),EA1E844B,ITR14,3
FC1BACC93,0,Exempt income received or accrued in respect of government grants (s12P),Exempt income received or accrued in respect of government grants (s12P),,Vrygestelde inkomste ontvang of opgebou in verband met regeringsubsidies (s12P),FC1BACC9,TaxCalc,3
AD4A28A03,0,Exempt income in terms of s10(1)(yA),Exempt income in terms of s10(1)(yA),,Vrygestelde inkomste volgens artikel 10(1)(yA),AD4A28A0,TaxCalc,3
B32820F73,0,Exemption in terms of s10(1)(t),Exemption in terms of s10(1)(t),,Vrystelling ingevolge Artikel 10(1)(t),B32820F7,ITR14,3
CC8F8FB13,0,Exemption in respect of films (s12O),Exemption in respect of films (s12O),,Vrystelling ten opsigte van flieks (s12O),CC8F8FB1,ITR14,3
2AA574443,0,Exemption in terms of s10(1)(yA),Exemption in terms of s10(1)(yA),,Vrystelling volgens artikel s10(1)(yA),2AA57444,ITR14,3
C3BCDA5E3,0,Voluntary changes in accounting policy,Voluntary changes in accounting policy,,Vrywillige veranderinge in rekeningkundige beleid.,C3BCDA5E,Notes4,3
A777ADF43,0,Voluntary Statement 1,Voluntary Statement 1,,Vrywillige Verklaring 1,A777ADF4,Notes4,3
CFA51B6B3,0,Voluntary Statement 2,Voluntary Statement 2,,Vrywillige Verklaring 2,CFA51B6B,Notes4,3
6DF707383,0,Voluntary Statement 3,Voluntary Statement 3,,Vrywillige Verklaring 3,6DF70738,Notes4,3
EEDC2B273,1,"Where investments in group companies relate to shares that are publicly traded, or where fair values can be measured reliably without undue cost or effort, these assets are subsequently measured at fair value with the changes in fair value being recognised in profit or loss. Other investments are subsequently measured at cost less impairment.","Where investments in group companies relate to shares that are publicly traded, or where fair values can be measured reliably without undue cost or effort, these assets are subsequently measured at fair value with the changes in fair value being recognised in profit or loss. Other investments are subsequently measured at cost less impairment.",,"Waar beleggings in groepmaatskappye verband hou met aandele wat openlik verhandel word, of waar billike waardes betroubaar gemeet kan word sonder onnodige koste of moeite, word hierdie bates daarna teen billike waarde gemeet, met die veranderinge in billike waarde wat erken word in wins of verlies. Ander beleggings word daarna teen koste verminder met verminderings gemeet.",EEDC2B27,AccPolicies,3
